Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,20/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Antigua and Barbuda,ATG,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,63.3115062,64.2429066,65.174307,65.9071062,66.6399054,67.3727046,68.1055038,68.838303,69.2750714,69.7118398,70.1486082,70.5853766,71.022145,71.552361,72.082577,72.612793,73.143009,73.673225,74.3499182,75.0266114,75.7033046,76.3799978,77.056691,77.6538874,78.2510838,78.8482802,79.4454766,80.042673,80.3404462,80.6382194,80.9359926,81.2337658,81.531539,81.8257818,82.1200246,82.4142674,82.7085102,83.002753,83.3456344,83.6885158,84.0313972,84.3742786,84.71716,84.9797006,85.2422412,85.5047818,85.7673224,86.029863,86.0901376,86.1504122,86.2106868,86.2709614,86.331236,86.3464152,86.3615944,86.3767736,86.3919528,86.407132,,
Australia,AUS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,80.4014436,80.5443408,80.687238,80.67864,80.670042,80.661444,80.652846,80.644248,80.9260326,81.2078172,81.4896018,81.7713864,82.053171,82.5451122,83.0370534,83.5289946,84.0209358,84.512877,84.9087576,85.3046382,85.7005188,86.0963994,86.49228,86.7657914,87.0393028,87.3128142,87.5863256,87.859837,88.167146,88.474455,88.781764,89.089073,89.396382,89.5987924,89.8012028,90.0036132,90.2060236,90.408434,90.6336584,90.8588828,91.0841072,91.3093316,91.534556,91.6890052,91.8434544,91.9979036,92.1523528,92.306802,92.4045604,92.5023188,92.6000772,92.6978356,92.795594,92.928301,93.061008,93.193715,93.326422,93.459129,,
Austria,AUT,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,79.0217154,79.5174142,80.013113,80.2069258,80.4007386,80.5945514,80.7883642,80.982177,81.2403296,81.4984822,81.7566348,82.0147874,82.27294,82.6228924,82.9728448,83.3227972,83.6727496,84.022702,84.285015,84.547328,84.809641,85.071954,85.334267,85.745908,86.157549,86.56919,86.980831,87.392472,87.6061846,87.8198972,88.0336098,88.2473224,88.461035,88.7219274,88.9828198,89.2437122,89.5046046,89.765497,89.9608984,90.1562998,90.3517012,90.5471026,90.742504,90.9222246,91.1019452,91.2816658,91.4613864,91.641107,91.7274724,91.8138378,91.9002032,91.9865686,92.072934,92.1627908,92.2526476,92.3425044,92.4323612,92.522218,,
Azerbaijan,AZE,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,71.4108562,71.6064996,71.802143,71.9805366,72.1589302,72.3373238,72.5157174,72.694111,72.8203714,72.9466318,73.0728922,73.1991526,73.325413,73.3299634,73.3345138,73.3390642,73.3436146,73.348165,73.3643044,73.3804438,73.3965832,73.4127226,73.428862,73.5307106,73.6325592,73.7344078,73.8362564,73.938105,74.031642,74.125179,74.218716,74.312253,74.40579,74.7063566,75.0069232,75.3074898,75.6080564,75.908623,76.0442158,76.1798086,76.3154014,76.4509942,76.586587,77.5153338,78.4440806,79.3728274,80.3015742,81.230321,81.539424,81.848527,82.15763,82.466733,82.775836,82.9828526,83.1898692,83.3968858,83.6039024,83.810919,,
Burundi,BDI,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,35.0869686,35.5001748,35.913381,36.3297112,36.7460414,37.1623716,37.5787018,37.995032,38.1921426,38.3892532,38.5863638,38.7834744,38.980585,39.25306,39.525535,39.79801,40.070485,40.34296,40.448071,40.553182,40.658293,40.763404,40.868515,40.987752,41.106989,41.226226,41.345463,41.4647,41.0544824,40.6442648,40.2340472,39.8238296,39.413612,39.4542096,39.4948072,39.5354048,39.5760024,39.6166,40.8590984,42.1015968,43.3440952,44.5865936,45.829092,47.2662854,48.7034788,50.1406722,51.5778656,53.015059,54.0938096,55.1725602,56.2513108,57.3300614,58.408812,59.0422542,59.6756964,60.3091386,60.9425808,61.576023,,
Belgium,BEL,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,80.2092106,80.5571528,80.905095,81.0359076,81.1667202,81.2975328,81.4283454,81.559158,81.7885954,82.0180328,82.2474702,82.4769076,82.706345,83.007252,83.308159,83.609066,83.909973,84.21088,84.5067472,84.8026144,85.0984816,85.3943488,85.690216,86.011714,86.333212,86.65471,86.976208,87.297706,87.5214052,87.7451044,87.9688036,88.1925028,88.416202,88.5714952,88.7267884,88.8820816,89.0373748,89.192668,89.31803,89.443392,89.568754,89.694116,89.819478,89.9294194,90.0393608,90.1493022,90.2592436,90.369185,90.48243,90.595675,90.70892,90.822165,90.93541,91.0624592,91.1895084,91.3165576,91.4436068,91.570656,,
Benin,BEN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,28.4387576,29.0950468,29.751336,30.6165584,31.4817808,32.3470032,33.2122256,34.077448,35.1594608,36.2414736,37.3234864,38.4054992,39.487512,40.4819738,41.4764356,42.4708974,43.4653592,44.459821,45.1089368,45.7580526,46.4071684,47.0562842,47.7054,48.7188514,49.7323028,50.7457542,51.7592056,52.772657,53.5083764,54.2440958,54.9798152,55.7155346,56.451254,56.2102822,55.9693104,55.7283386,55.4873668,55.246395,55.4399402,55.6334854,55.8270306,56.0205758,56.214121,56.8810236,57.5479262,58.2148288,58.8817314,59.548634,59.9402624,60.3318908,60.7235192,61.1151476,61.506776,61.9508874,62.3949988,62.8391102,63.2832216,63.727333,,
Burkina Faso,BFA,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,26.6841104,27.2999862,27.915862,28.5550452,29.1942284,29.8334116,30.4725948,31.111778,31.773027,32.434276,33.095525,33.756774,34.418023,35.3485418,36.2790606,37.2095794,38.1400982,39.070617,40.6547088,42.2388006,43.8228924,45.4069842,46.991076,47.1799308,47.3687856,47.5576404,47.7464952,47.93535,47.7880312,47.6407124,47.4933936,47.3460748,47.198756,47.3518328,47.5049096,47.6579864,47.8110632,47.96414,48.2688774,48.5736148,48.8783522,49.1830896,49.487827,50.3190202,51.1502134,51.9814066,52.8125998,53.643793,54.569029,55.494265,56.419501,57.344737,58.269973,59.0135844,59.7571958,60.5008072,61.2444186,61.98803,,
Bangladesh,BGD,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,38.2941512,39.0358496,39.777548,40.4049908,41.0324336,41.6598764,42.2873192,42.914762,42.4829798,42.0511976,41.6194154,41.1876332,40.755851,42.2728818,43.7899126,45.3069434,46.8239742,48.341005,49.0414066,49.7418082,50.4422098,51.1426114,51.843013,52.7217128,53.6004126,54.4791124,55.3578122,56.236512,57.2314528,58.2263936,59.2213344,60.2162752,61.211216,62.255883,63.30055,64.345217,65.389884,66.434551,67.2322976,68.0300442,68.8277908,69.6255374,70.423284,71.132092,71.8409,72.549708,73.258516,73.967324,74.586759,75.206194,75.825629,76.445064,77.064499,77.4911494,77.9177998,78.3444502,78.7711006,79.197751,,
Bulgaria,BGR,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,77.3956298,78.4014844,79.407339,79.7500548,80.0927706,80.4354864,80.7782022,81.120918,81.2838786,81.4468392,81.6097998,81.7727604,81.935721,82.0133646,82.0910082,82.1686518,82.2462954,82.323939,82.4132854,82.5026318,82.5919782,82.6813246,82.770671,82.882219,82.993767,83.105315,83.216863,83.328411,83.2935608,83.2587106,83.2238604,83.1890102,83.15416,83.102722,83.051284,82.999846,82.948408,82.89697,83.1901448,83.4833196,83.7764944,84.0696692,84.362844,84.565565,84.768286,84.971007,85.173728,85.376449,85.5417354,85.7070218,85.8723082,86.0375946,86.202881,86.2686724,86.3344638,86.4002552,86.4660466,86.531838,,
Bahrain,BHR,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,54.9112074,56.6033182,58.295429,59.7498342,61.2042394,62.6586446,64.1130498,65.567455,66.6849414,67.8024278,68.9199142,70.0374006,71.154887,71.9719044,72.7889218,73.6059392,74.4229566,75.239974,75.837743,76.435512,77.033281,77.63105,78.228819,78.643924,79.059029,79.474134,79.889239,80.304344,80.6644574,81.0245708,81.3846842,81.7447976,82.104911,82.4612478,82.8175846,83.1739214,83.5302582,83.886595,84.2204718,84.5543486,84.8882254,85.2221022,85.555979,85.873391,86.190803,86.508215,86.825627,87.143039,87.3312438,87.5194486,87.7076534,87.8958582,88.084063,88.2657154,88.4473678,88.6290202,88.8106726,88.992325,,
"Bahamas, The",BHS,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,65.6800356,65.9732388,66.266442,66.6243292,66.9822164,67.3401036,67.6979908,68.055878,68.654041,69.252204,69.850367,70.44853,71.046693,71.5416464,72.0365998,72.5315532,73.0265066,73.52146,73.779691,74.037922,74.296153,74.554384,74.812615,75.2545184,75.6964218,76.1383252,76.5802286,77.022132,77.1163134,77.2104948,77.3046762,77.3988576,77.493039,77.4332382,77.3734374,77.3136366,77.2538358,77.194035,77.500285,77.806535,78.112785,78.419035,78.725285,78.9294952,79.1337054,79.3379156,79.5421258,79.746336,79.9260174,80.1056988,80.2853802,80.4650616,80.644743,80.9725796,81.3004162,81.6282528,81.9560894,82.283926,,
Bosnia and Herzegovina,BIH,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,64.4670784,65.4542232,66.441368,67.2887384,68.1361088,68.9834792,69.8308496,70.67822,71.5231382,72.3680564,73.2129746,74.0578928,74.902811,75.6602088,76.4176066,77.1750044,77.9324022,78.6898,79.0063544,79.3229088,79.6394632,79.9560176,80.272572,80.550525,80.828478,81.106431,81.384384,81.662337,81.6141016,81.5658662,81.5176308,81.4693954,81.42116,82.016583,82.612006,83.207429,83.802852,84.398275,84.7869062,85.1755374,85.5641686,85.9527998,86.341431,86.5118762,86.6823214,86.8527666,87.0232118,87.193657,87.5045348,87.8154126,88.1262904,88.4371682,88.748046,88.917573,89.0871,89.256627,89.426154,89.595681,,
Belarus,BLR,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,76.1750112,76.9740826,77.773154,78.2407578,78.7083616,79.1759654,79.6435692,80.111173,80.3042204,80.4972678,80.6903152,80.8833626,81.07641,81.1349648,81.1935196,81.2520744,81.3106292,81.369184,81.3932484,81.4173128,81.4413772,81.4654416,81.489506,81.7802088,82.0709116,82.3616144,82.6523172,82.94302,82.6157008,82.2883816,81.9610624,81.6337432,81.306424,80.8374616,80.3684992,79.8995368,79.4305744,78.961612,79.0353388,79.1090656,79.1827924,79.2565192,79.330246,79.7872588,80.2442716,80.7012844,81.1582972,81.61531,82.3560634,83.0968168,83.8375702,84.5783236,85.319077,85.8408472,86.3626174,86.8843876,87.4061578,87.927928,,
Belize,BLZ,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,61.059581,61.944398,62.829215,63.724561,64.619907,65.515253,66.410599,67.305945,68.1572476,69.0085502,69.8598528,70.7111554,71.562458,72.3370148,73.1115716,73.8861284,74.6606852,75.435242,75.9968932,76.5585444,77.1201956,77.6818468,78.243498,78.6483688,79.0532396,79.4581104,79.8629812,80.267852,79.9021786,79.5365052,79.1708318,78.8051584,78.439485,78.0634832,77.6874814,77.3114796,76.9354778,76.559476,76.7279792,76.8964824,77.0649856,77.2334888,77.401992,77.5677796,77.7335672,77.8993548,78.0651424,78.23093,78.5634408,78.8959516,79.2284624,79.5609732,79.893484,80.3139564,80.7344288,81.1549012,81.5753736,81.995846,,
Bermuda,BMU,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,37.689005,38.122685,38.556365,39.0641974,39.5720298,40.0798622,40.5876946,41.095527,41.6811194,42.2667118,42.8523042,43.4378966,44.023489,44.6864712,45.3494534,46.0124356,46.6754178,47.3384,48.0731084,48.8078168,49.5425252,50.2772336,51.011942,51.8065776,52.6012132,53.3958488,54.1904844,54.98512,55.8217384,56.6583568,57.4949752,58.3315936,59.168212,60.0235612,60.8789104,61.7342596,62.5896088,63.444958,64.244624,65.04429,65.843956,66.643622,67.443288,68.1173842,68.7914804,69.4655766,70.1396728,70.813769,71.4069106,72.0000522,72.5931938,73.1863354,73.779477,74.1798554,74.5802338,74.9806122,75.3809906,75.781369,,
Brazil,BRA,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,52.4505066,53.3454478,54.240389,55.1061846,55.9719802,56.8377758,57.7035714,58.569367,59.341933,60.114499,60.887065,61.659631,62.432197,63.0909778,63.7497586,64.4085394,65.0673202,65.726101,66.3094304,66.8927598,67.4760892,68.0594186,68.642748,69.192131,69.741514,70.290897,70.84028,71.389663,71.95451,72.519357,73.084204,73.649051,74.213898,74.8425956,75.4712932,76.0999908,76.7286884,77.357386,77.8699734,78.3825608,78.8951482,79.4077356,79.920323,80.3516264,80.7829298,81.2142332,81.6455366,82.07684,82.3929576,82.7090752,83.0251928,83.3413104,83.657428,83.9189164,84.1804048,84.4418932,84.7033816,84.96487,,
Barbados,BRB,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,69.9778726,71.0119438,72.046015,72.6622008,73.2783866,73.8945724,74.5107582,75.126944,75.4009934,75.6750428,75.9490922,76.2231416,76.497191,77.108668,77.720145,78.331622,78.943099,79.554576,80.0194958,80.4844156,80.9493354,81.4142552,81.879175,82.0658782,82.2525814,82.4392846,82.6259878,82.812691,82.8762704,82.9398498,83.0034292,83.0670086,83.130588,83.2928518,83.4551156,83.6173794,83.7796432,83.941907,84.0154208,84.0889346,84.1624484,84.2359622,84.309476,84.4210422,84.5326084,84.6441746,84.7557408,84.867307,84.9502116,85.0331162,85.1160208,85.1989254,85.28183,85.3813936,85.4809572,85.5805208,85.6800844,85.779648,,
Brunei Darussalam,BRN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,52.7882008,53.8968164,55.005432,55.9096836,56.8139352,57.7181868,58.6224384,59.52669,60.5370266,61.5473632,62.5576998,63.5680364,64.578373,65.4830202,66.3876674,67.2923146,68.1969618,69.101609,69.8471394,70.5926698,71.3382002,72.0837306,72.829261,73.415125,74.000989,74.586853,75.172717,75.758581,76.3517314,76.9448818,77.5380322,78.1311826,78.724333,79.2002262,79.6761194,80.1520126,80.6279058,81.103799,81.4102562,81.7167134,82.0231706,82.3296278,82.636085,82.7681672,82.9002494,83.0323316,83.1644138,83.296496,83.395057,83.493618,83.592179,83.69074,83.789301,83.8677134,83.9461258,84.0245382,84.1029506,84.181363,,
Bhutan,BTN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,22.2027746,22.5547948,22.906815,23.5036272,24.1004394,24.6972516,25.2940638,25.890876,26.5493036,27.2077312,27.8661588,28.5245864,29.183014,29.7603356,30.3376572,30.9149788,31.4923004,32.069622,32.9883004,33.9069788,34.8256572,35.7443356,36.663014,37.5998124,38.5366108,39.4734092,40.4102076,41.347006,42.4141974,43.4813888,44.5485802,45.6157716,46.682963,47.7908348,48.8987066,50.0065784,51.1144502,52.222322,53.542706,54.86309,56.183474,57.503858,58.824242,59.9608192,61.0973964,62.2339736,63.3705508,64.507128,65.1105592,65.7139904,66.3174216,66.9208528,67.524284,68.1964664,68.8686488,69.5408312,70.2130136,70.885196,,
Botswana,BWA,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,47.2205084,47.9044522,48.588396,49.243928,49.89946,50.554992,51.210524,51.866056,52.4969978,53.1279396,53.7588814,54.3898232,55.020765,55.8728016,56.7248382,57.5768748,58.4289114,59.280948,59.9411636,60.6013792,61.2615948,61.9218104,62.582026,62.9727034,63.3633808,63.7540582,64.1447356,64.535413,62.484261,60.433109,58.381957,56.330805,54.279653,52.1918302,50.1040074,48.0161846,45.9283618,43.840539,42.4639712,41.0874034,39.7108356,38.3342678,36.9577,39.0614946,41.1652892,43.2690838,45.3728784,47.476673,51.1244968,54.7723206,58.4201444,62.0679682,65.715792,67.722395,69.728998,71.735601,73.742204,75.748807,,
Central African Republic,CAF,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,29.1221118,29.7052714,30.288431,31.0321326,31.7758342,32.5195358,33.2632374,34.006939,35.1023698,36.1978006,37.2932314,38.3886622,39.484093,40.5603714,41.6366498,42.7129282,43.7892066,44.865485,45.380123,45.894761,46.409399,46.924037,47.438675,47.2931594,47.1476438,47.0021282,46.8566126,46.711097,45.8363238,44.9615506,44.0867774,43.2120042,42.337231,40.8737782,39.4103254,37.9468726,36.4834198,35.019967,34.1955312,33.3710954,32.5466596,31.7222238,30.897788,31.6815974,32.4654068,33.2492162,34.0330256,34.816835,35.848615,36.880395,37.912175,38.943955,39.975735,41.428307,42.880879,44.333451,45.786023,47.238595,,
Canada,CAN,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,80.5161652,80.8871096,81.258054,81.4743012,81.6905484,81.9067956,82.1230428,82.33929,82.5683108,82.7973316,83.0263524,83.2553732,83.484394,83.7960394,84.1076848,84.4193302,84.7309756,85.042621,85.3779586,85.7132962,86.0486338,86.3839714,86.719309,86.9386124,87.1579158,87.3772192,87.5965226,87.815826,87.995797,88.175768,88.355739,88.53571,88.715681,88.8773768,89.0390726,89.2007684,89.3624642,89.52416,89.6765242,89.8288884,89.9812526,90.1336168,90.285981,90.4177182,90.5494554,90.6811926,90.8129298,90.944667,91.1181934,91.2917198,91.4652462,91.6387726,91.812299,91.8826254,91.9529518,92.0232782,92.0936046,92.163931,,
Central Europe and the Baltics,CEB,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,76.30456841,77.23529534,78.16445332,78.44596873,78.72916875,79.01373759,79.29442843,79.57399624,79.78679149,80.00085969,80.21150863,80.42749857,80.6434804,80.75980316,80.87676166,80.99379602,81.10955289,81.22931892,81.2607098,81.29179517,81.32016189,81.34773386,81.37367731,81.45973968,81.54618534,81.63332405,81.71998229,81.80933281,81.91728791,82.0258029,82.13372629,82.24422288,82.354057,82.61921274,82.88640415,83.15300813,83.41696658,83.68638721,84.04252641,84.39645548,84.74151583,85.09946186,85.4632769,85.69436096,85.92442042,86.15547437,86.38638735,86.62042282,86.92489465,87.22564782,87.52352204,87.82077699,88.11690339,88.31293787,88.5088673,88.70498404,88.90228585,89.09951371,,
Switzerland,CHE,"Survival to age 65, female (% of cohort)",SP.DYN.TO65.FE.ZS,81.8855948,82.2977284,82.709862,83.0059962,83.3021304,83.5982646,83.8943988,84.190533,84.5139758,84.8374186,85.1608614,85.4843042,85.807747,86.160105,86.512463,86.864821,87.217179,87.569537,87.7580994,87.9466618,88.1352242,88.3237866,88.512349,88.7357158,88.9590826,89.1824494,89.4058162,89.629183,89.729584,89.829985,89.930386,90.030787,90.131188,90.3126926,90.4941972,90.6757018,90.8572064,91.038711,91.1902128,91.3417146,91.4932164,91.6447182,91.79622,91.9576614,92.1191028,92.2805442,92.4419856,92.603427,92.7610566,92.9186862,93.0763158,93.2339454,93.391575,93.5048256,93.6180762,93.7313268,93.8445774,93.957828,,
