Data Source,World Development Indicators,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Last Updated Date,20/12/2019,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Country Name,Country Code,Indicator Name,Indicator Code,1960,1961,1962,1963,1964,1965,1966,1967,1968,1969,1970,1971,1972,1973,1974,1975,1976,1977,1978,1979,1980,1981,1982,1983,1984,1985,1986,1987,1988,1989,1990,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019
Belarus,BLR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.38417816,,,,,,,,,,99.79210663,,,,,,,,,,99.76369,,,,,,,,,99.79398,
Belize,BLZ,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,70.26876831,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bermuda,BMU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bolivia,BOL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,75.84288788,,,,,,,,,,,,,,,,88.15558624,,,,,,,,,93.05747,,,,,,96.03626,94.95543,95.80364,,96.60105,97.10705,,,96.52275,,,,
Brazil,BRA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,76.37735748,,,,,,,,,,,,,,,,,,,,86.22798,,,,88.40946,,89.35324,89.77214,89.83787,90.17484,90.05618,91.16898,91.02567,91.17796,91.36677,91.72516,92.57516,92.89153,93.00904,
Barbados,BRB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,99.28723145,,,,,,,,,,,,,,99.59999847,,,,,,,,,,99.59999847,,,,,,,,,,99.6,,,,,,,,,,99.6,,,,,
Brunei Darussalam,BRN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,85.1368103,,,,,,,,,,92.45218658,,,,,,,,,,95.15042,,,,,,,,,,97.42816,,,,,,,98.05362,
Bhutan,BTN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.04778,,,,,,,66.00306,,,,,75.01985,,
Botswana,BWA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.38694,,,,,,,,,,,,80.43011,,,,,,,,,,86.12214,86.74,,,,,
Central African Republic,CAF,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,29.5929203,,,,,,,,,,,,,48.02030182,,,,,,,,,,,,66.78953,,,,,,,,,,50.71271,,,,,,,,49.51459,
Canada,CAN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Central Europe and the Baltics,CEB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,99.00567627,99.01824951,99.03803253,99.05345917,99.06432343,99.07933807,98.99638367,99.01937866,99.04296112,99.05594635,99.07710266,99.0929184,99.10951233,99.12622833,99.13899231,99.14920044,99.17848969,99.10069275,99.12200928,99.12770844,99.13204193,99.13079071,99.13140869,99.13381958,99.12821198,99.12953949,99.14861298,99.28240967,99.28923,99.29517,99.29645,99.29751,99.29989,99.3031,99.30689,,,
Switzerland,CHE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Channel Islands,CHI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Chile,CHL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,91.48053741,,,,,,,,,,94.5630722,,,,,,,,,,95.79641,,,,,,98.60164,98.6072,,96.89878,,96.38801,,97.02469,,96.48063,,
China,CHN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,79.19178009,,,,,,,,87.02497864,,,,,,,,,,95.13525,,,,,,,,,,97.47946,,,,,,,,98.46654,
Cote d'Ivoire,CIV,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44.36354065,,,,,,,,,,43.94641876,,60.86066,,,,,,,,,,,,51.59267,,50.7019,,,,53.65694,
Cameroon,CMR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,54.62984848,,,,,,,,,,,,,,,,,,,,,,,,79.19452,,,,,,,78.94996,,,78.32769,,,,,,,,82.62804,
"Congo, Dem. Rep.",COD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80.92324,,,,,,76.91569,,,,,87.90839,,,,88.52469,,,
"Congo, Rep.",COG,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,86.43431,,,,,,,86.07651,
Colombia,COL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,90.97265625,,,91.0891037,,,,,,,,92.90412,92.77795,92.3928,92.4297,93.31688,93.06254,93.25019,93.48826,,,93.8674,94.06317,94.40228,,94.85183,
Comoros,COM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,55.97703934,,,,,,,,,,,,,,,,,,,,74.51404,,,,,,,,,,,,56.4798,,,,,,64.6442,
Cabo Verde,CPV,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,74.75926971,,,,,,,,,,,,,,80.53,,,,,,,,90.4745,,,91.69144,,,,
Costa Rica,CRI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,92.68213654,,,,,,,,,,,,,,,,94.65018,,,,,,,,,,,97.30633,,,,,,,97.80235,
Caribbean small states,CSS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,83.94789124,83.98323059,84.24812317,84.50045013,84.75386047,85.01069641,84.70020294,85.54438019,85.84485626,86.12645721,86.39540863,86.66629791,86.99156952,87.193367,87.70014954,87.96600342,88.16687775,88.44793,88.69137,88.85486,89.21985,89.43932,89.5109,,,,
Cuba,CUB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.80731,,,,,,,,,,99.70606,,,,,,,
Curacao,CUW,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cayman Islands,CYM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,98.72239,,,,,,,,,,,,
Cyprus,CYP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.83058929,,,,,,,,,98.63104,,,,,,,,,,99.28615,,,,,,,,
Czech Republic,CZE,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Germany,DEU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Djibouti,DJI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominica,DMA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Denmark,DNK,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Dominican Republic,DOM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,73.59024811,,,,,,,,,,,,,,,,,,,,,86.81102,,,,,88.21015,,,89.37704,89.98501,90.08482,90.45813,91.3716,91.65071,93.7936,,,
Algeria,DZA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,63.37742996,,,,,,,,,,,,,,,79.18669,,,,81.28404,,82.61584,,,,,,,,,,87.42296,
East Asia & Pacific (excluding high income),EAP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,77.10842133,77.22044373,78.02954102,78.83969116,79.15650177,80.38256836,80.99185944,81.86312866,82.57936096,83.25717163,83.92405701,84.91056061,87.79405975,88.2144928,87.85874939,88.93335724,89.24355316,89.49031067,89.83641815,90.17565155,90.5207901,93.76264954,93.9792099,94.1745224,94.56706238,94.65381622,94.87319946,95.06144714,95.43450928,95.6689682,95.92791748,96.540802,96.67385101,96.81968689,96.84487,96.64958,96.78944,96.85599,97.09049,97.27623,97.3418,97.44793,97.51447,
Early-demographic dividend,EAR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,60.14561081,60.28775024,60.84511948,61.35646057,61.86188126,61.91294098,62.40530014,63.25131989,63.69644165,64.27606201,64.77268982,65.22325134,66.0430603,67.1252594,67.67816925,68.32791138,68.57312775,69.66976929,70.46383667,71.10021973,71.71109772,72.2621994,72.79051208,75.95419312,76.38484955,76.89009857,77.12104034,77.79902649,78.82082367,79.46022797,79.62487793,79.55233765,80.13686371,81.13729095,81.77427673,82.096,81.95847,82.49057,82.87725,83.37591,83.97851,84.4391,84.67299,84.9596,
East Asia & Pacific,EAS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,78.13162231,78.26048279,79.00753784,79.75499725,80.03392029,81.17327118,81.72711182,82.51941681,83.17445374,83.79418945,84.40820313,85.35359192,87.9654007,88.3548584,88.04740143,89.01715851,89.30342865,89.52577972,89.8602829,90.18624115,90.51888275,93.43389893,93.64016724,93.8608017,94.24742126,94.29998016,94.53394318,94.75093079,95.16372681,95.41114044,95.67508698,96.23497772,96.39250946,96.53325653,96.49994,96.2759,96.42981,96.50334,96.81274,97.00108,97.07286,97.18368,97.25485,
Europe & Central Asia (excluding high income),ECA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,97.02455139,97.50791931,97.63420868,97.67093658,97.74928284,97.81707764,97.89111328,98.01300049,98.01560974,98.06929779,98.11910248,98.16726685,98.21607208,98.2837677,98.32180786,98.41452789,98.43209076,98.662323,98.7062912,98.74462891,98.77323151,98.82972717,98.97263336,98.95272827,98.98738098,98.99291992,99.115448,99.27165,99.38326,99.43304,99.45294,99.46868,99.48258,99.52835,99.52328,99.54427,
Europe & Central Asia,ECS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,97.38629913,97.46150208,97.54260254,97.61006165,97.7261734,97.78256226,97.92932129,97.97740936,98.08390808,98.1295166,98.16230774,98.15319824,98.28674316,98.24414063,98.33273315,98.3214035,98.40194,98.57995,98.63382,98.6779,98.7046,98.73574,98.78043,98.7983,98.83254,
Ecuador,ECU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,86.78697205,,,,,,,,90.49677277,,,,,,,,,,,92.32713,,,,,,93.3892,93.74945,93.66378,93.31687,93.05252,93.25424,94.42573,95.25717,95.72622,95.44502,93.77906,,
"Egypt, Arab Rep.",EGY,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,53.6151886,,,,,,,,,,56.97615814,,,,,,,,,,67.15177917,,,,,,,,,83.01752,74.6218,,,,80.26865,,81.67922,82.63334,,,,76.49522,,
Euro area,EMU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Eritrea,ERI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,65.39012,,,,,,75.07241,,,,,,,,,,84.37324,
Spain,ESP,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,95.8975296,,,,,,,,,,98.03549194,,,,,,,,,,,,,98.14391,98.61747,,98.63346,98.4023,98.46194,98.52571,98.53619,98.60653,98.74875,98.73127,98.77089,98.83597,,98.92539,
Estonia,EST,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.87597656,,,,,,,,,,,99.77595,,,,,,,,,,,99.85898,,,,,,,,
Ethiopia,ETH,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35.98254013,,,,,,,,,,50,41.93662,,49.13466,,,,,,,,,,59.24146,,
European Union,EUU,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fragile and conflict affected situations,FCS,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,66.61624146,67.17922211,67.64395905,67.84391022,68.22264099,68.40553284,68.54144287,68.76383209,69.49794006,69.74819183,70.1736908,70.89897156,71.8264389,72.14234161,72.91815186,73.52558899,74.41060638,74.26545715,74.49356079,74.58418274,72.76164246,72.93398285,72.40666199,70.43749237,70.75907,70.29576,70.43548,70.32392,70.56317,70.74738,70.81672,71.29452,71.53458,
Finland,FIN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fiji,FJI,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.46704102,,,,,,,,,,,,,,,,,,,,,99.07844,,
France,FRA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Faroe Islands,FRO,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Micronesia, Fed. Sts.",FSM,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gabon,GAB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,79.44418335,,,,,,,,,,,,,,,,,,,84.8733,,,,,,85.85235,
United Kingdom,GBR,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Georgia,GEO,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,99.76898,,,,,,,,,,,,99.66821,,,99.43752,,
Ghana,GHA,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,66.35128,,,,,,,,,,78.34891,,,,,,,,83.52458,
Gibraltar,GIB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guinea,GIN,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32.89533997,,,,,,,42.90316,,,,,,,36.78979,,,,43.64009,,,,,
"Gambia, The",GMB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,48.98115,,,,,,,,,,,,,51.41804,,61.76725,,,,
Guinea-Bissau,GNB,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,33.34894943,,,,,,,,,,,,,,,,,,,,,57.61375,,,,,,,,,,,,,,62.15797,,,,,
Equatorial Guinea,GNQ,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94.84261,,,,,,,,,,97.184,,,,97.29,,,,,
Greece,GRC,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,96.063797,,,,,,,,,,96.03746033,,,,,,,,,,97.81122,,,,95.45006,,96.15757,,96.06622,,98.28216,,,,,,,,
Grenada,GRD,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,98.04715729,,,,,,,,,,,,,,98.58000183,,,,,,,,,,98.58000183,,,,,,,,,,98.58,,,,,,,,,,98.58,,,,,
Greenland,GRL,"Literacy rate, adult male (% of males ages 15 and above)",SE.ADT.LITR.MA.ZS,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
